Geographic Cluster Name,Month,Count
WEST GARFIELD PARK,2022-04,45
WEST GARFIELD PARK,2022-05,12
WEST GARFIELD PARK,2022-06,66
WEST GARFIELD PARK,2022-07,63
WEST GARFIELD PARK,2022-08,36
WEST GARFIELD PARK,2022-09,43
WEST GARFIELD PARK,2022-10,48
WEST GARFIELD PARK,2022-11,46
WEST GARFIELD PARK,2022-12,48
WEST GARFIELD PARK,2023-01,46
WEST GARFIELD PARK,2023-02,36
WEST GARFIELD PARK,2023-03,44
WEST GARFIELD PARK,2023-04,62
WEST GARFIELD PARK,2023-05,1
WEST LAWN,2020-07,12
WEST LAWN,2020-08,16
WEST LAWN,2020-09,8
WEST LAWN,2020-11,14
WEST LAWN,2020-12,1
WEST LAWN,2021-01,15
WEST LAWN,2021-03,2
WEST LAWN,2021-04,14
WEST LAWN,2021-05,2
WEST LAWN,2021-06,9
WEST LAWN,2021-08,13
WEST LAWN,2021-09,32
WEST LAWN,2021-10,6
WEST LAWN,2021-11,3
WEST LAWN,2022-01,43
WEST LAWN,2022-02,5
WEST LAWN,2022-03,6
WEST LAWN,2022-04,48
WEST LAWN,2022-05,8
WEST LAWN,2022-06,31
WEST LAWN,2022-07,49
WEST LAWN,2022-08,39
WEST LAWN,2022-09,54
WEST LAWN,2022-10,28
WEST LAWN,2022-11,6
WEST LAWN,2022-12,11
WEST LAWN,2023-01,46
WEST LAWN,2023-02,6
WEST LAWN,2023-03,11
WEST LAWN,2023-04,52
WEST LAWN,2023-05,2
WEST PULLMAN,2020-07,16
WEST PULLMAN,2020-08,3
WEST PULLMAN,2020-09,10
WEST PULLMAN,2020-10,1
WEST PULLMAN,2020-11,15
WEST PULLMAN,2021-01,25
WEST PULLMAN,2021-03,1
WEST PULLMAN,2021-04,26
WEST PULLMAN,2021-05,2
WEST PULLMAN,2021-06,9
WEST PULLMAN,2021-07,12
WEST PULLMAN,2021-08,14
WEST PULLMAN,2021-09,23
WEST PULLMAN,2021-10,2
WEST PULLMAN,2021-11,1
WEST PULLMAN,2021-12,6
WEST PULLMAN,2022-01,41
WEST PULLMAN,2022-03,3
WEST PULLMAN,2022-04,25
WEST PULLMAN,2022-05,6
WEST PULLMAN,2022-06,15
WEST PULLMAN,2022-07,37
WEST PULLMAN,2022-08,19
WEST PULLMAN,2022-09,49
WEST PULLMAN,2022-10,6
WEST PULLMAN,2022-11,5
WEST PULLMAN,2022-12,8
WEST PULLMAN,2023-01,70
WEST PULLMAN,2023-02,13
WEST PULLMAN,2023-03,27
WEST PULLMAN,2023-04,72
WEST RIDGE,2020-07,32
WEST RIDGE,2020-08,64
WEST RIDGE,2020-09,8
WEST RIDGE,2020-11,31
WEST RIDGE,2020-12,11
WEST RIDGE,2021-01,46
WEST RIDGE,2021-02,1
WEST RIDGE,2021-04,63
WEST RIDGE,2021-06,13
WEST RIDGE,2021-07,6
WEST RIDGE,2021-08,25
WEST RIDGE,2021-09,39
WEST RIDGE,2021-10,4
WEST RIDGE,2021-11,7
WEST RIDGE,2021-12,9
WEST RIDGE,2022-01,56
WEST RIDGE,2022-02,5
WEST RIDGE,2022-04,50
WEST RIDGE,2022-05,4
WEST RIDGE,2022-06,28
WEST RIDGE,2022-07,66
WEST RIDGE,2022-08,42
WEST RIDGE,2022-09,103
WEST RIDGE,2022-10,38
WEST RIDGE,2022-11,27
WEST RIDGE,2022-12,26
WEST RIDGE,2023-01,88
WEST RIDGE,2023-02,8
WEST RIDGE,2023-03,22
WEST RIDGE,2023-04,61
WEST RIDGE,2023-05,2
WEST RIDGE,2023-06,1
WEST TOWN,2020-07,80
WEST TOWN,2020-08,153
WEST TOWN,2020-09,42
WEST TOWN,2020-11,76
WEST TOWN,2020-12,2
WEST TOWN,2021-01,92
WEST TOWN,2021-03,5
WEST TOWN,2021-04,116
WEST TOWN,2021-05,1
WEST TOWN,2021-06,66
WEST TOWN,2021-07,12
WEST TOWN,2021-08,44
WEST TOWN,2021-09,158
WEST TOWN,2021-10,29
WEST TOWN,2021-11,2
WEST TOWN,2021-12,5
WEST TOWN,2022-01,117
WEST TOWN,2022-02,2
WEST TOWN,2022-03,2
WEST TOWN,2022-04,111
WEST TOWN,2022-05,6
WEST TOWN,2022-06,31
WEST TOWN,2022-07,67
WEST TOWN,2022-08,32
WEST TOWN,2022-09,126
WEST TOWN,2022-10,28
WEST TOWN,2022-11,7
WEST TOWN,2022-12,14
WEST TOWN,2023-01,151
WEST TOWN,2023-02,6
WEST TOWN,2023-03,13
WEST TOWN,2023-04,168
WEST TOWN,2023-05,5
WOODLAWN,2020-07,24
WOODLAWN,2020-08,48
WOODLAWN,2020-09,18
WOODLAWN,2020-11,13
WOODLAWN,2021-01,36
WOODLAWN,2021-04,26
WOODLAWN,2021-05,2
WOODLAWN,2021-06,11
WOODLAWN,2021-07,4
WOODLAWN,2021-08,8
WOODLAWN,2021-09,16
WOODLAWN,2021-11,1
WOODLAWN,2022-01,39
WOODLAWN,2022-02,8
WOODLAWN,2022-03,3
WOODLAWN,2022-04,57
WOODLAWN,2022-05,7
WOODLAWN,2022-06,16
WOODLAWN,2022-07,22
WOODLAWN,2022-08,24
WOODLAWN,2022-09,49
WOODLAWN,2022-10,9
WOODLAWN,2022-11,1
WOODLAWN,2022-12,12
WOODLAWN,2023-01,38
WOODLAWN,2023-02,2
WOODLAWN,2023-04,15
